employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,user,pc
Amaya Britanni Newton,ABN0239,Amaya.Britanni.Newton@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,ABN0239,PC-9523
Colton Kaseem Bolton,CKB0482,Colton.Kaseem.Bolton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,CKB0482,PC-7528
Alfreda Morgan Holloway,AMH0464,Alfreda.Morgan.Holloway@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,AMH0464,PC-2059
Quinn Coby Hays,QCH0110,Quinn.Coby.Hays@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,QCH0110,PC-7470
Sara Gail George,SGG0787,Sara.Gail.George@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Todd Vance Spears,SGG0787,PC-3953
Sarah Imelda Juarez,SIJ0661,Sarah.Imelda.Juarez@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Summer Leilani Boyer,SIJ0661,PC-6175
Byron Tyrone Williamson,BTW0005,Byron.Tyrone.Williamson@dtaa.com,VicePresident,1,3 - Manufacturing,,,Mona Susan Shannon,BTW0005,PC-2915
Risa Laura Bolton,RLB0719,Risa.Laura.Bolton@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,RLB0719,PC-6776
William Damian Oconnor,WDO0870,William.Damian.Oconnor@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,WDO0870,PC-0118
Kaden Chastity Briggs,KCB0815,Kaden.Chastity.Briggs@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,KCB0815,PC-0426
Vincent Calvin Young,VCY0751,Vincent.Calvin.Young@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,VCY0751,PC-5337
Brock Aladdin Joyce,BAJ0654,Brock.Aladdin.Joyce@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,BAJ0654,PC-0379
Madonna Kristen Love,MKL0941,Madonna.Kristen.Love@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,MKL0941,PC-1246
Elijah Gary Diaz,EGD0409,Elijah.Gary.Diaz@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,EGD0409,PC-3263
Dale Benjamin Sharpe,DBS0235,Dale.Benjamin.Sharpe@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,DBS0235,PC-0202
Jael Jennifer Hansen,JJH0613,Jael.Jennifer.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,JJH0613,PC-4124
Ulric Ferdinand Knapp,UFK0208,Ulric.Ferdinand.Knapp@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,UFK0208,PC-3343
Brent Laith Beck,BLB0114,Brent.Laith.Beck@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,BLB0114,PC-4124
Cheyenne Kay Dickerson,CKD0680,Cheyenne.Kay.Dickerson@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,CKD0680,PC-6282
Myra Kay Greer,MKG0711,Myra.Kay.Greer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,MKG0711,PC-2368
Edward Dean Anthony,EDA0684,Edward.Dean.Anthony@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,EDA0684,PC-2725
Illana Isabelle Lamb,IIL0513,Illana.Isabelle.Lamb@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,IIL0513,PC-8067
TaShya Savannah Mcgowan,TSM0363,TaShya.Savannah.Mcgowan@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,TSM0363,PC-0044
Price Bevis Pittman,PBP0002,Price.Bevis.Pittman@dtaa.com,AdministrativeAssistant,1,,,,Mona Susan Shannon,PBP0002,PC-4071
Louis Hyatt Bruce,LHB0606,Louis.Hyatt.Bruce@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,LHB0606,PC-4390
Guy Tad Daniel,GTD0898,Guy.Tad.Daniel@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,GTD0898,PC-5066
Calvin Jarrod Hood,CJH0702,Calvin.Jarrod.Hood@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,CJH0702,PC-8541
Desirae Mari Koch,DMK0257,Desirae.Mari.Koch@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,DMK0257,PC-1279
Willow Iliana Quinn,WIQ0567,Willow.Iliana.Quinn@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,WIQ0567,PC-6113
Peter Tad Hartman,PTH0830,Peter.Tad.Hartman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,PTH0830,PC-8118
Nicholas Cade Owen,NCO0666,Nicholas.Cade.Owen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,NCO0666,PC-4124
Maxwell Hammett Green,MHG0733,Maxwell.Hammett.Green@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,MHG0733,PC-7827
Robert Ali Webb,RAW0915,Robert.Ali.Webb@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,RAW0915,PC-0514
Hillary Ainsley Mccormick,HAM0985,Hillary.Ainsley.Mccormick@dtaa.com,TechnicalTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,HAM0985,PC-9010
Serina Ariana Butler,SAB0781,Serina.Ariana.Butler@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,SAB0781,PC-8466
Ira Benjamin Mays,IBM0671,Ira.Benjamin.Mays@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,IBM0671,PC-4124
Yasir Dexter Nelson,YDN0198,Yasir.Dexter.Nelson@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,2 - Pricing,,Eugenia Whilemina Harrington,YDN0198,PC-4124
Grace Alma Fry,GAF0060,Grace.Alma.Fry@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,GAF0060,PC-4911
Alec Mannix Mcneil,AMM0014,Alec.Mannix.Mcneil@dtaa.com,Director,1,1 - Adminstration,5 - Medical,,Halla Cathleen Simmons,AMM0014,PC-7052
Aquila Mark Vega,AMV0036,Aquila.Mark.Vega@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,AMV0036,PC-8397
Merritt Oliver Phelps,MOP0763,Merritt.Oliver.Phelps@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,MOP0763,PC-9782
Callum Brendan Gonzalez,CBG0490,Callum.Brendan.Gonzalez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,CBG0490,PC-3005
Cameron Noel Elliott,CNE0352,Cameron.Noel.Elliott@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Declan Lester Moss,CNE0352,PC-2766
Gil Quincy Potter,GQP0743,Gil.Quincy.Potter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,GQP0743,PC-8354
Philip Travis Hartman,PTH0552,Philip.Travis.Hartman@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,PTH0552,PC-0800
Garrison Levi Rollins,GLR0975,Garrison.Levi.Rollins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,GLR0975,PC-5468
Gareth Thomas Dickson,GTD0219,Gareth.Thomas.Dickson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,GTD0219,PC-0004
Blossom Keiko Weiss,BKW0374,Blossom.Keiko.Weiss@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,BKW0374,PC-0008
Constance Audrey Hicks,CAH0936,Constance.Audrey.Hicks@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,CAH0936,PC-0603
Althea Ina Palmer,AIP0982,Althea.Ina.Palmer@dtaa.com,ManagementTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,AIP0982,PC-3733
Kennedy Robert Vega,KRV0372,Kennedy.Robert.Vega@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,KRV0372,PC-0004
Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,IAT0263,PC-4032
Jocelyn Brenna Daniels,JBD0616,Jocelyn.Brenna.Daniels@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,JBD0616,PC-1479
Roary Ursa Massey,RUM0880,Roary.Ursa.Massey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,RUM0880,PC-4124
Declan Gareth Mclaughlin,DGM0754,Declan.Gareth.Mclaughlin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,DGM0754,PC-0728
Savannah Marcia Yang,SMY0792,Savannah.Marcia.Yang@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,SMY0792,PC-0132
Harrison Oscar Burke,HOB0994,Harrison.Oscar.Burke@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,HOB0994,PC-7880
Donovan Garth Nieves,DGN0480,Donovan.Garth.Nieves@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,DGN0480,PC-9489
Kirk Jakeem Joyce,KJJ0293,Kirk.Jakeem.Joyce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,KJJ0293,PC-4124
Justin Xerxes Hansen,JXH0493,Justin.Xerxes.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,JXH0493,PC-0692
Peter Gil Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,PGH0184,PC-7756
Josiah Preston Wall,JPW0741,Josiah.Preston.Wall@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,JPW0741,PC-5762
Nichole Melodie Gilbert,NMG0766,Nichole.Melodie.Gilbert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,NMG0766,PC-6258
Heidi Mia Wilson,HMW0713,Heidi.Mia.Wilson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,HMW0713,PC-7974
Malik Adrian Hebert,MAH0864,Malik.Adrian.Hebert@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,MAH0864,PC-2024
Quentin Nolan Fitzpatrick,QNF0205,Quentin.Nolan.Fitzpatrick@dtaa.com,Attorney,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,QNF0205,PC-0683
Keane Kennan Watts,KKW0879,Keane.Kennan.Watts@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,KKW0879,PC-2531
Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,TEM0093,PC-3372
Reuben Victor Freeman,RVF0201,Reuben.Victor.Freeman@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,RVF0201,PC-4124
Tobias Martin Ashley,TMA0069,Tobias.Martin.Ashley@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,TMA0069,PC-1013
Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,VFM0814,PC-0982
Salvador Byron Norton,SBN0866,Salvador.Byron.Norton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,SBN0866,PC-8714
Zenaida Justine England,ZJE0857,Zenaida.Justine.England@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,ZJE0857,PC-4124
Hasad Paki Mcfadden,HPM0986,Hasad.Paki.Mcfadden@dtaa.com,InstructionalCoordinator,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,HPM0986,PC-0092
Cody Jonathan Potter,CJP0952,Cody.Jonathan.Potter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,CJP0952,PC-4124
Dante Raja Roberts,DRR0162,Dante.Raja.Roberts@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen,DRR0162,PC-5168
Evelyn Sarah Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,ESR0693,PC-4124
Colt Walter Reynolds,CWR0502,Colt.Walter.Reynolds@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,CWR0502,PC-3737
Summer Leilani Boyer,SLB0049,Summer.Leilani.Boyer@dtaa.com,Director,1,2 - ResearchAndEngineering,1 - Research,,Kai Wynne Craft,SLB0049,PC-6402
Ira Dustin Oneill,IDO0176,Ira.Dustin.Oneill@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,IDO0176,PC-7886
Alfonso Gage Blankenship,AGB0186,Alfonso.Gage.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,AGB0186,PC-8410
Roary Jane Barrett,RJB0088,Roary.Jane.Barrett@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,RJB0088,PC-3424
Oren Curran Brady,OCB0805,Oren.Curran.Brady@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,OCB0805,PC-1841
Elton Tyler Richard,ETR0428,Elton.Tyler.Richard@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,ETR0428,PC-0508
Ivana Kaitlin Parsons,IKP0472,Ivana.Kaitlin.Parsons@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,IKP0472,PC-3842
Leo Hasad Byrd,LHB0967,Leo.Hasad.Byrd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,LHB0967,PC-2996
Chester Caldwell Mendoza,CCM0467,Chester.Caldwell.Mendoza@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,CCM0467,PC-9850
Gage Kaden Odonnell,GKO0078,Gage.Kaden.Odonnell@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Declan Lester Moss,GKO0078,PC-3847
Garrett Nicholas Solomon,GNS0178,Garrett.Nicholas.Solomon@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Sharon Britanni Kerr,GNS0178,PC-4124
Sybill Sage Shaw,SSS0345,Sybill.Sage.Shaw@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,SSS0345,PC-3543
Lane Oleg Mclaughlin,LOM0086,Lane.Oleg.Mclaughlin@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,LOM0086,PC-4124
Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,SSR0278,PC-5083
Adena Lisandra Hardin,ALH0402,Adena.Lisandra.Hardin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,ALH0402,PC-2119
Anastasia Kylan Kaufman,AKK0329,Anastasia.Kylan.Kaufman@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,AKK0329,PC-2072
Eugenia Whilemina Harrington,EWH0191,Eugenia.Whilemina.Harrington@dtaa.com,Manager,1,6 - PurchasingAndContracts,2 - Pricing,,Kirby Bo Pollard,EWH0191,PC-4545
Todd Vance Spears,TVS0050,Todd.Vance.Spears@dtaa.com,Director,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Kai Wynne Craft,TVS0050,PC-2174
Troy Uriah Conway,TUC0632,Troy.Uriah.Conway@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,TUC0632,PC-3469
Sonia Karly Goodwin,SKG0759,Sonia.Karly.Goodwin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,SKG0759,PC-2662
Isabella Marah Graham,IMG0320,Isabella.Marah.Graham@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,IMG0320,PC-0422
Blair Bruno Grimes,BBG0325,Blair.Bruno.Grimes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,BBG0325,PC-4124
Chanda Tamekah William,CTW0500,Chanda.Tamekah.William@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,CTW0500,PC-9777
Sonya Beatrice Nichols,SBN0495,Sonya.Beatrice.Nichols@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,SBN0495,PC-9658
Emerald Lysandra Hodges,ELH0960,Emerald.Lysandra.Hodges@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,ELH0960,PC-7775
Brynn Madeline Sherman,BMS0877,Brynn.Madeline.Sherman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,BMS0877,PC-2904
Thomas Shad Guthrie,TSG0906,Thomas.Shad.Guthrie@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,TSG0906,PC-0669
Rebecca Kelsie Daugherty,RKD0604,Rebecca.Kelsie.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,RKD0604,PC-9379
Jakeem Magee Knight,JMK0099,Jakeem.Magee.Knight@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,JMK0099,PC-2363
Macon Kyle Pope,MKP0861,Macon.Kyle.Pope@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,MKP0861,PC-7614
Honorato Ivan Wall,HIW0536,Honorato.Ivan.Wall@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Summer Leilani Boyer,HIW0536,PC-5425
Cherokee Tashya Ramirez,CTR0697,Cherokee.Tashya.Ramirez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,CTR0697,PC-1282
Blaine Helen Cervantes,BHC0665,Blaine.Helen.Cervantes@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Sharon Britanni Kerr,BHC0665,PC-3847
Dominic Calvin Hewitt,DCH0843,Dominic.Calvin.Hewitt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,DCH0843,PC-8720
Wade Ira Frazier,WIF0691,Wade.Ira.Frazier@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,WIF0691,PC-4124
Hanae Wendy Meyer,HWM0342,Hanae.Wendy.Meyer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,HWM0342,PC-4124
Mufutau Nehru Contreras,MNC0717,Mufutau.Nehru.Contreras@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,MNC0717,PC-3847
Abel Reese Boone,ARB0881,Abel.Reese.Boone@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,ARB0881,PC-0839
Azalia Halee Cantu,AHC0142,Azalia.Halee.Cantu@dtaa.com,Engineer,1,3 - Manufacturing,4 - QualityControl,,Kimberley Kiona Sosa,AHC0142,PC-3847
Zenia Freya Macias,ZFM0468,Zenia.Freya.Macias@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,ZFM0468,PC-6478
Delilah Iliana Wilkinson,DIW0118,Delilah.Iliana.Wilkinson@dtaa.com,Manager,1,3 - Manufacturing,3 - Assembly,,Byron Tyrone Williamson,DIW0118,PC-0174
Upton Sebastian Holt,USH0199,Upton.Sebastian.Holt@dtaa.com,Statistician,1,6 - PurchasingAndContracts,2 - Pricing,,Eugenia Whilemina Harrington,USH0199,PC-0177
Mallory Alexis Daniel,MAD0753,Mallory.Alexis.Daniel@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,MAD0753,PC-5338
Kim Dara Sullivan,KDS0349,Kim.Dara.Sullivan@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Summer Leilani Boyer,KDS0349,PC-1478
Laith Jason Britt,LJB0826,Laith.Jason.Britt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,LJB0826,PC-7160
Farrah Kim Keith,FKK0055,Farrah.Kim.Keith@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,,Summer Leilani Boyer,FKK0055,PC-0435
Tara Alma Potts,TAP0551,Tara.Alma.Potts@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,TAP0551,PC-3847
Fletcher Perry Cantu,FPC0954,Fletcher.Perry.Cantu@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,FPC0954,PC-7839
Galena Britanney Merritt,GBM0603,Galena.Britanney.Merritt@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,GBM0603,PC-3785
Casey Xerxes Conrad,CXC0336,Casey.Xerxes.Conrad@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,CXC0336,PC-5502
Hakeem Mason Mccall,HMM0108,Hakeem.Mason.Mccall@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,HMM0108,PC-4124
Fritz Dale Ellison,FDE0117,Fritz.Dale.Ellison@dtaa.com,Manager,1,3 - Manufacturing,2 - ManufacturingEngineering,,Byron Tyrone Williamson,FDE0117,PC-1772
Fatima Ulla Mcclure,FUM0015,Fatima.Ulla.Mcclure@dtaa.com,Director,1,1 - Adminstration,6 - Security,,Halla Cathleen Simmons,FUM0015,PC-9208
Nelle April Bowen,NAB0801,Nelle.April.Bowen@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,NAB0801,PC-6288
Geoffrey Jin Tucker,GJT0386,Geoffrey.Jin.Tucker@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,GJT0386,PC-5368
Kathleen Aline Chan,KAC0124,Kathleen.Aline.Chan@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,KAC0124,PC-8190
Raymond Gray Hyde,RGH0728,Raymond.Gray.Hyde@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,RGH0728,PC-8568
Charde Cynthia Rasmussen,CCR0863,Charde.Cynthia.Rasmussen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,CCR0863,PC-7342
Tiger Tucker Dawson,TTD1000,Tiger.Tucker.Dawson@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,TTD1000,PC-8758
